"","SlaughterTaxLevel","SlaughterTaxRevenue","SlaughterTaxDeltaCarbon","SlaughterTaxDeltaDD"
"1",0.001,0.032394048565281,0.00183113164429471,-0.00104350323274502
"2",0.002,0.0647860099617732,0.00366284082150514,-0.00208708762714716
"3",0.003,0.0971758839459639,0.00549512768911598,-0.00313075319242442
"4",0.004,0.129563670274305,0.00732799241120574,-0.00417449993740265
"5",0.005,0.161949368703214,0.00916143513929057,-0.00521832787092288
"6",0.006,0.194332978989076,0.0109954560394385,-0.0062622370011349
"7",0.007,0.226714500888246,0.012830055259883,-0.00730622733574784
"8",0.008,0.259093934157047,0.0146652329187873,-0.0083502988828483
"9",0.009,0.291471278551773,0.0165009892243262,-0.00939445165008468
"10",0.01,0.323846533828699,0.0183373243068417,-0.0104386856438264
"11",0.011,0.356219699744061,0.0201742383248131,-0.0114830008718201
"12",0.012,0.3885907760541,0.0220117312764216,-0.0125273973387048
"13",0.013,0.420959762514975,0.0238498035641612,-0.0135718750541346
"14",0.014,0.453326658882912,0.0256884551424577,-0.0146164340200351
"15",0.015,0.485691464914023,0.0275276861403597,-0.0156610742455212
"16",0.016,0.5180541803645,0.029367496878308,-0.0167057957324703
"17",0.017,0.550414804990416,0.0312078872381818,-0.0177505984892801
"18",0.018,0.58277333854784,0.0330488574581551,-0.0187954825226299
"19",0.019,0.615129780793003,0.0348904077499981,-0.0198404478293954
"20",0.02,0.647484131481956,0.0367325382325134,-0.020885494415938
"21",0.021,0.679836390370641,0.0385752489162741,-0.0219306222927168
"22",0.022,0.712186557215239,0.0404185399955139,-0.0229758314574175
"23",0.023,0.744534631771824,0.0422624115537786,-0.0240211219126798
"24",0.024,0.77688061379637,0.0441068640886897,-0.0250664936649822
"25",0.025,0.809224503044891,0.0459518971389485,-0.02611194671808
"26",0.026,0.841566299273697,0.0477975110736679,-0.0271574810638465
"27",0.027,0.873906002238354,0.0496437056211505,-0.0282030967228568
"28",0.028,0.906243611481268,0.0514905302030826,-0.0292488013255825
"29",0.029,0.938579127145431,0.0533378947263969,-0.0302945807402361
"30",0.03,0.970912548807798,0.0551858413771811,-0.0313404415871288
"31",0.031,1.00324387622377,0.0570343703207215,-0.032386383875935
"32",0.032,1.03557310914872,0.0588834817225177,-0.0334324076163191
"33",0.033,1.06790024733796,0.060733175747032,-0.0344785128179244
"34",0.034,1.10022529054679,0.0625834525585844,-0.0355246994904094
"35",0.035,1.13254823853046,0.0644343123222058,-0.0365709676434577
"36",0.036,1.16486909104417,0.0662857552038645,-0.03761731728669
"37",0.037,1.19718784784311,0.0681377813677386,-0.0386637484297712
"38",0.038,1.22950450868239,0.0699903909796973,-0.0397102610823795
"39",0.039,1.26181907331712,0.0718435842042027,-0.0407568552541483
"40",0.04,1.29413154150236,0.0736973612081187,-0.0418035309547418
"41",0.041,1.32644191299312,0.0755517221541879,-0.0428502881938026
"42",0.042,1.35875018754437,0.0774066672100275,-0.0438971269810243
"43",0.043,1.39105636491107,0.0792621965404692,-0.0449440473260095
"44",0.044,1.42336044484811,0.0811183103096909,-0.0459910492384407
"45",0.045,1.45566242711036,0.0829750086845991,-0.0470381327279765
"46",0.046,1.48796231145264,0.0848322918315318,-0.0480852978042733
"47",0.047,1.52026009762973,0.0866901599138288,-0.0491325444769868
"48",0.048,1.55255578539638,0.088548613098709,-0.0501798727557444
"49",0.049,1.58484937450731,0.0904076515510184,-0.0512272826502495
"50",0.05,1.61714086471718,0.0922672754375498,-0.0522747741701101
"51",0.051,1.64943025578063,0.094127484922609,-0.0533223473250077
"52",0.052,1.68171754745224,0.0959882801742395,-0.0543700021245729
"53",0.053,1.71400273948657,0.0978496613568751,-0.0554177385784981
"54",0.054,1.74628583163814,0.0997116286363138,-0.0564655566964063
"55",0.055,1.77856682366142,0.101574182179334,-0.0575134564879576
"56",0.056,1.81084571531085,0.103437322152004,-0.0585614379627946
"57",0.057,1.84312250634084,0.105301048719895,-0.0596095011305997
"58",0.058,1.87539719650574,0.107165362050466,-0.0606576460010045
"59",0.059,1.90766978555987,0.109030262308039,-0.0617058725836693
"60",0.06,1.93994027325753,0.110895749659406,-0.0627541808882317
"61",0.061,1.97220865935295,0.112761824271985,-0.0638025709243703
"62",0.062,2.00447494360035,0.114628486311858,-0.0648510427017098
"63",0.063,2.03673912575388,0.116495735944099,-0.0658995962299311
"64",0.064,2.06900120556768,0.11836357333712,-0.0669482315186668
"65",0.065,2.10126118279585,0.120231998656422,-0.0679969485775689
"66",0.066,2.13351905719243,0.122101012068597,-0.0690457474162887
"67",0.067,2.16577482851144,0.123970613740383,-0.0700946280444976
"68",0.068,2.19802849650685,0.125840803838599,-0.0711435904718301
"69",0.069,2.2302800609326,0.127711582529642,-0.0721926347079304
"70",0.07,2.26252952154259,0.129582949981241,-0.0732417607624899
"71",0.071,2.29477687809067,0.131454906359565,-0.0742909686450943
"72",0.072,2.32702213033068,0.133327451831491,-0.075340258365441
"73",0.073,2.35926527801638,0.135200586563556,-0.0763896299331674
"74",0.074,2.39150632090153,0.137074310723861,-0.0774390833579224
"75",0.075,2.42374525873983,0.138948624478189,-0.0784886186493617
"76",0.076,2.45598209128494,0.140823527994471,-0.0795382358171356
"77",0.077,2.4882168182905,0.142699021440336,-0.0805879348708769
"78",0.078,2.52044943951009,0.144575104981755,-0.0816377158202596
"79",0.079,2.55267995469727,0.146451778786684,-0.0826875786749257
"80",0.08,2.58490836360554,0.148329043023395,-0.0837375234445005
"81",0.081,2.61713466598838,0.150206897857601,-0.0847875501386725
"82",0.082,2.64935886159923,0.152085343456321,-0.0858376587670581
"83",0.083,2.68158095019148,0.153964379988892,-0.0868878493393118
"84",0.084,2.71380093151849,0.155844007622107,-0.0879381218651017
"85",0.085,2.74601880533357,0.157724226522845,-0.0889884763540617
"86",0.086,2.77823457139002,0.159605036859631,-0.0900389128158298
"87",0.087,2.81044822944107,0.161486438800367,-0.0910894312600647
"88",0.088,2.84265977923992,0.16336843251166,-0.0921400316964201
"89",0.089,2.87486922053975,0.16525101816228,-0.0931907141345293
"90",0.09,2.90707655309367,0.167134195919019,-0.0942414785840575
"91",0.091,2.93928177665478,0.169017965950772,-0.0952923250546296
"92",0.092,2.97148489097612,0.170902328424873,-0.0963432535559107
"93",0.093,3.00368589581071,0.17278728351036,-0.09739426409754
"94",0.094,3.03588479091151,0.17467283137276,-0.0984453566891608
"95",0.095,3.06808157603146,0.176558972183656,-0.0994965313404179
"96",0.096,3.10027625092347,0.178445706107894,-0.100547788060967
"97",0.097,3.13246881534037,0.180333033316614,-0.101599126860429
"98",0.098,3.16465926903499,0.18222095397681,-0.102650547748485
"99",0.099,3.19684761176012,0.184109468253467,-0.103702050734749
"100",0.1,3.22903384326848,0.185998576321936,-0.104753635828888
"101",0.101,3.26121796331279,0.187888278344786,-0.105805303040541
"102",0.102,3.29339997164571,0.189778574493303,-0.106857052379349
"103",0.103,3.32557986801985,0.191669464933824,-0.107908883854963
"104",0.104,3.35775765218782,0.193560949837178,-0.108960797476992
"105",0.105,3.38993332390216,0.195453029371066,-0.110012793255103
"106",0.106,3.42210688291537,0.197345703703689,-0.111064871198963
"107",0.107,3.45427832897992,0.199238973004526,-0.112117031318198
"108",0.108,3.48644766184826,0.201132837441605,-0.113169273622464
"109",0.109,3.51861488127277,0.203027297183439,-0.114221598121361
"110",0.11,3.55077998700581,0.20492235239999,-0.115274004824568
"111",0.111,3.5829429787997,0.206818003260324,-0.1163264937417
"112",0.112,3.6151038564067,0.20871424993291,-0.117379064882454
"113",0.113,3.64726261957908,0.210611092586817,-0.118431718256391
"114",0.114,3.67941926806902,0.212508531390768,-0.119484453873225
"115",0.115,3.71157380162868,0.214406566513702,-0.12053727174258
"116",0.116,3.7437262200102,0.2163051981249,-0.121590171874052
"117",0.117,3.77587652296566,0.218204426394792,-0.122643154277342
"118",0.118,3.8080247102471,0.220104251490994,-0.123696218962052
"119",0.119,3.84017078160654,0.222004673585786,-0.124749365937811
"120",0.12,3.87231473679593,0.223905692845833,-0.125802595214303
"121",0.121,3.90445657556723,0.225807309439574,-0.126855906801129
"122",0.122,3.9365962976723,0.227709523538948,-0.127909300707966
"123",0.123,3.96873390286302,0.229612335312765,-0.128962776944445
"124",0.124,4.0008693908912,0.23151574493123,-0.130016335520197
"125",0.125,4.03300276150862,0.233419752561232,-0.131069976444769
