"","beef","chicken","pork","farmedfish","total"
"Tax (USD/kg)",2.1115,0.24675,0.30775,0.34075,NA
"Δ Consumer price (USD/kg)",2.1115,0.24675,0.30775,0.34075,NA
"Δ Consumer price (%)",0.28566983250805,0.0538203153968635,0.0340819739304739,0.0184403495954758,NA
"Δ Producer price (USD/kg)",0,0,0,0,NA
"Δ Producer price (%)",0,0,0,0,NA
"Δ Consumption (kg)",-4.99792522415408,-0.661178830041226,0.0377208611944866,0.0709942483299031,-5.55038894467092
"Δ Consumption (%)",-0.197583832047231,-0.0214188914426752,0.00170901719297453,0.0136585186674945,-0.0665245939916367
"Tax revenue (USD)",42.8577242839087,7.45376916101831,6.80416462098959,1.79534164011841,58.910999706035
"Δ Emissions (kg CO2-eq.)",-422.124764432054,-6.52583505250692,0.464343801304153,0.967651604736588,-427.21860407852
"Δ Emissions (%)",-0.197583832047231,-0.0214188914426752,0.00170901719297462,0.0136585186674947,-0.153473779168613
"Δ Direct deaths",-0.0263541379682126,-0.614239107419596,0.000780776229394098,0.0427157459587524,-0.597096723199662
"Δ Direct deaths (%)",-0.197583832047231,-0.0214188914426752,0.00170901719297458,0.0136585186674945,-0.018431703232602
"Δ Total deaths",-0.0287281144324528,-0.708997092339771,0.0314475963431207,0.422703356601559,-0.283574253827544
"Δ Total deaths (%)",-0.197583832047231,-0.0214188914426754,0.00170901719297458,0.0136585186674945,-0.00343327571340862
"Δ Direct time in agriculture (days)",-28.9368434890975,-30.0977162635602,0.131170406538203,13.9305250082548,-44.9728643378647
"Δ Direct time in agriculture (%)",-0.197583832047231,-0.0214188914426752,0.00170901719297451,0.0136585186674946,-0.016981689404118
"Δ Total time in agriculture (days)",-29.7114380954295,-30.6389057646977,0.168015068553018,15.3057863212537,-44.8765424703205
"Δ Total time in agriculture (%)",-0.197583832047231,-0.0214188914426752,0.00170901719297455,0.0136585186674946,-0.0160287663993031
"SCAU threshold (direct deaths)",NA,NA,NA,NA,NA
"SCAU threshold (total deaths)",NA,NA,NA,NA,NA
"SCAU threshold (direct time)",NA,NA,NA,NA,NA
"SCAU threshold (total time)",NA,NA,NA,NA,NA
