"","beef","chicken","pork","farmedfish","total"
"Tax (USD/kg)",0.8446,0.0987,0.1231,0.1363,NA
"Δ Consumer price (USD/kg)",0.8446,0.0987,0.1231,0.1363,NA
"Δ Consumer price (%)",0.11426793300322,0.0215281261587454,0.0136327895721896,0.00737613983819033,NA
"Δ Producer price (USD/kg)",0,0,0,0,NA
"Δ Producer price (%)",0,0,0,0,NA
"Δ Consumption (kg)",-2.29387805416798,-0.252093717567998,0.0315792527501166,0.0316153565856121,-2.48277716240025
"Δ Consumption (%)",-0.0906842731462166,-0.00816657721729036,0.00143075964286642,0.00608244961052986,-0.0297575078695997
"Tax revenue (USD)",19.4269279533337,3.02188436500843,2.72090981639634,0.712769313102619,25.8824914478411
"Δ Emissions (kg CO2-eq.)",-193.740940455027,-2.48816499239615,0.388740601353959,0.430917310261904,-195.409447535807
"Δ Emissions (%)",-0.0906842731462165,-0.00816657721729039,0.00143075964286651,0.00608244961053002,-0.0701987837427117
"Δ Direct deaths",-0.0120956548988845,-0.234196578942797,0.000653652358629686,0.0190222950742553,-0.226616286408796
"Δ Direct deaths (%)",-0.0906842731462165,-0.00816657721729042,0.00143075964286646,0.00608244961052986,-0.00699538948460205
"Δ Total deaths",-0.0131852295259946,-0.270325825074721,0.0263273838893205,0.188239437183597,-0.0689442335277981
"Δ Total deaths (%)",-0.0906842731462166,-0.00816657721729039,0.00143075964286643,0.00608244961052988,-0.000834718100658436
"Δ Direct time in agriculture (days)",-13.2810290789752,-11.475632368197,0.109813596249793,6.20358023250242,-18.44326761842
"Δ Direct time in agriculture (%)",-0.0906842731462166,-0.0081665772172904,0.00143075964286654,0.00608244961052978,-0.00696415153680439
"Δ Total time in agriculture (days)",-13.6365417144494,-11.6819766536637,0.140659310197279,6.81601543439115,-18.3618436235247
"Δ Total time in agriculture (%)",-0.0906842731462166,-0.00816657721729044,0.0014307596428664,0.00608244961052987,-0.00655838631723155
"SCAU threshold (direct deaths)",NA,NA,NA,NA,NA
"SCAU threshold (total deaths)",NA,NA,NA,NA,NA
"SCAU threshold (direct time)",NA,NA,NA,NA,NA
"SCAU threshold (total time)",NA,NA,NA,NA,NA
