"","beef","chicken","pork","farmedfish","total"
"Tax (USD/kg)",0.0052730156587473,0.929006010947592,0.0206987911905945,0.60167896644608,NA
"Δ Consumer price (USD/kg)",0.0052730156587473,0.929006010947592,0.0206987911905945,0.60167896644608,NA
"Δ Consumer price (%)",0.000713398768669981,0.202631799452002,0.00229230109423286,0.0325610285708299,NA
"Δ Producer price (USD/kg)",0,0,0,0,NA
"Δ Producer price (%)",0,0,0,0,NA
"Δ Consumption (kg)",0.628518074550559,-5.04227542387624,0.361147343251318,-0.0606396918274008,-4.11324969790176
"Δ Consumption (%)",0.0248473124568736,-0.163344537091939,0.01636248482322,-0.0116664149885338,-0.0492996560902022
"Tax revenue (USD)",0.136696242749174,23.993142041444,0.464332173988664,3.09092130468912,27.685091762871
"Δ Emissions (kg CO2-eq.)",53.0846365765401,-49.7672584336584,4.4457237954237,-0.826518999607472,6.9365829386979
"Δ Emissions (%)",0.0248473124568736,-0.163344537091939,0.01636248482322,-0.0116664149885338,0.00249189428539687
"Δ Direct deaths",0.00331418564891081,-4.68430417763434,0.00747531344699698,-0.0364856271043195,-4.71000030564275
"Δ Direct deaths (%)",0.0248473124568737,-0.163344537091939,0.01636248482322,-0.0116664149885338,-0.145392403753055
"Δ Total deaths",0.00361272695343484,-5.40694658067259,0.301085805342577,-0.361051801825049,-5.46329985020163
"Δ Total deaths (%)",0.0248473124568736,-0.163344537091939,0.0163624848232201,-0.0116664149885338,-0.0661449847353676
"Δ Direct time in agriculture (days)",3.63897584250404,-229.530904704083,1.2558526590955,-11.8987490306121,-236.534825233095
"Δ Direct time in agriculture (%)",0.0248473124568735,-0.163344537091939,0.0163624848232201,-0.0116664149885338,-0.089315212506575
"Δ Total time in agriculture (days)",3.73638560529446,-233.658118700144,1.60861108979609,-13.0734276019643,-241.386549607018
"Δ Total time in agriculture (%)",0.0248473124568735,-0.163344537091939,0.0163624848232201,-0.0116664149885338,-0.0862171727722465
"SCAU threshold (direct deaths)",NA,NA,NA,NA,0.00147273513557687
"SCAU threshold (total deaths)",NA,NA,NA,NA,0.00126966908807722
"SCAU threshold (direct time)",NA,NA,NA,NA,0.0000293258421116729
"SCAU threshold (total time)",NA,NA,NA,NA,0.0000287364103343405
