"","SlaughterTaxLevel","SlaughterTaxRevenue","SlaughterTaxDeltaCarbon","SlaughterTaxDeltaDD"
"1",0.001,0.032389450424775,0.00186956092809965,-0.0056416437387744
"2",0.002,0.0647676220416199,0.00375204779480498,-0.0112810477037693
"3",0.003,0.0971345215657984,0.00564745035092074,-0.0169182132476041
"4",0.004,0.129490155707168,0.00755575835360389,-0.0225531417217723
"5",0.005,0.161834531170185,0.0094769615721475,-0.0281858344767245
"6",0.006,0.194167654653912,0.0114110497816,-0.0338162928617773
"7",0.007,0.22648953285202,0.0133580127687338,-0.0394445182251877
"8",0.008,0.258800172452797,0.0153178403307095,-0.0450705119141194
"9",0.009,0.291099580139152,0.0172905222693203,-0.0506942752746394
"10",0.01,0.32338776258862,0.019276048398865,-0.0563158096517533
"11",0.011,0.355664726473368,0.0212744085420979,-0.0619351163893514
"12",0.012,0.387930478460202,0.0232855925312236,-0.0675521968302573
"13",0.013,0.420185025210568,0.0253095902059925,-0.0731670523162339
"14",0.014,0.452428373380561,0.027346391417808,-0.0787796841879304
"15",0.015,0.484660529620932,0.0293959860251647,-0.0843900937849184
"16",0.016,0.516881500577088,0.0314583638948136,-0.0899982824457204
"17",0.017,0.549091292889102,0.0335335149058835,-0.0956042515077465
"18",0.018,0.581289913191714,0.0356214289438412,-0.101208002307377
"19",0.019,0.613477368114343,0.0377220959044848,-0.106809536179877
"20",0.02,0.645653664281086,0.0398355056921531,-0.112408854459415
"21",0.021,0.677818808310726,0.041961648219015,-0.118005958479171
"22",0.022,0.709972806816736,0.0441005134079973,-0.123600849571187
"23",0.023,0.742115666407288,0.0462520911915192,-0.129193529066431
"24",0.024,0.774247393685253,0.0484163715093047,-0.13478399829484
"25",0.025,0.806367995248212,0.0505933443104141,-0.140372258585271
"26",0.026,0.838477477688455,0.0527829995537132,-0.145958311265476
"27",0.027,0.870575847592991,0.0549853272065235,-0.151542157662212
"28",0.028,0.902663111543554,0.0572003172449769,-0.157123799101093
"29",0.029,0.934739276116603,0.0594279596539309,-0.162703236906722
"30",0.03,0.966804347883333,0.0616682444286027,-0.168280472402621
"31",0.031,0.998858333409677,0.0639211615716988,-0.173855506911244
"32",0.032,1.03090123925631,0.0661867010962283,-0.179428341753988
"33",0.033,1.06293307197866,0.0684648530206573,-0.18499897825122
"34",0.034,1.09495383812691,0.0707556073774356,-0.190567417722196
"35",0.035,1.126963544246,0.0730589542041713,-0.196133661485162
"36",0.036,1.15896219687563,0.0753748835487613,-0.201697710857258
"37",0.037,1.19094980255029,0.0777033854682685,-0.207259567154601
"38",0.038,1.22292636779922,0.0800444500265485,-0.212819231692251
"39",0.039,1.25489189914645,0.0823980673004456,-0.218376705784223
"40",0.04,1.28684640311081,0.0847642273711671,-0.223931990743446
"41",0.041,1.31878988620591,0.0871429203307201,-0.229485087881841
"42",0.042,1.35072235494015,0.0895341362809319,-0.235035998510243
"43",0.043,1.38264381581674,0.0919378653303227,-0.240584723938455
"44",0.044,1.41455427533369,0.0943540975984689,-0.246131265475227
"45",0.045,1.44645373998385,0.096782823212024,-0.251675624428258
